# # Time 	 Separation 	 Orbital Phase 
# 
3.217919999999999732e+02	8.774829235344180134e+00	1.000890490177359737e+01
3.218879999999999768e+02	8.774607183524738119e+00	1.001216935219020066e+01
3.219839999999999804e+02	8.774384197433667154e+00	1.001543422425380037e+01
3.220799999999999841e+02	8.774159171258334666e+00	1.001869845351747124e+01
3.221759999999999877e+02	8.773934375212350645e+00	1.002196257889323050e+01
3.222719999999999914e+02	8.773709912669643174e+00	1.002522620615472704e+01
3.223679999999999950e+02	8.773484243353742329e+00	1.002848889252303621e+01
3.224639999999999986e+02	8.773257416946249165e+00	1.003175258614109744e+01
3.225600000000000023e+02	8.773030054552766188e+00	1.003501563451689194e+01
3.226560000000000059e+02	8.772801677026881961e+00	1.003827755639112951e+01
3.227520000000000095e+02	8.772573944760658549e+00	1.004153987221689803e+01
3.228480000000000132e+02	8.772344196642713143e+00	1.004480201002280104e+01
3.229440000000000168e+02	8.772113418228048687e+00	1.004806355725040490e+01
3.230400000000000205e+02	8.771883670221031437e+00	1.005132537100695345e+01
3.231360000000000241e+02	8.771652948284533124e+00	1.005458605523029192e+01
3.232320000000000277e+02	8.771420722452843322e+00	1.005784671830045518e+01
3.233279999999999745e+02	8.771188419742097508e+00	1.006110804981335427e+01
3.234239999999999782e+02	8.770955069602640819e+00	1.006436819743697519e+01
3.235199999999999818e+02	8.770721666440980613e+00	1.006762786436641832e+01
3.236159999999999854e+02	8.770488061024474646e+00	1.007088798966964305e+01
3.237119999999999891e+02	8.770252183486956454e+00	1.007414762302393640e+01
3.238079999999999927e+02	8.770016862171052807e+00	1.007740694194384545e+01
3.239039999999999964e+02	8.769782355390157491e+00	1.008066601769492721e+01
3.240000000000000000e+02	8.769545796124772252e+00	1.008392438099405730e+01
3.240960000000000036e+02	8.769308532134996170e+00	1.008718329635655309e+01
3.241920000000000073e+02	8.769071256499408662e+00	1.009044191292857562e+01
3.242880000000000109e+02	8.768833696163760294e+00	1.009369932506762346e+01
3.243840000000000146e+02	8.768595759649462806e+00	1.009695708873918285e+01
3.244800000000000182e+02	8.768356495525312155e+00	1.010021519652500643e+01
3.245760000000000218e+02	8.768116657296102900e+00	1.010347218128651470e+01
3.246720000000000255e+02	8.767877676190741099e+00	1.010672904244207437e+01
3.247679999999999723e+02	8.767637713283530587e+00	1.010998596595967669e+01
3.248639999999999759e+02	8.767396041480994384e+00	1.011324244952817963e+01
3.249599999999999795e+02	8.767155102467327765e+00	1.011649887177243023e+01
3.250559999999999832e+02	8.766914275000111445e+00	1.011975474560759913e+01
3.251519999999999868e+02	8.766671688237957838e+00	1.012301018111677209e+01
3.252479999999999905e+02	8.766428611915648261e+00	1.012626608591925148e+01
3.253439999999999941e+02	8.766186091021657134e+00	1.012952147481448861e+01
3.254399999999999977e+02	8.765942740137109723e+00	1.013277571795213206e+01
3.255360000000000014e+02	8.765698483895514315e+00	1.013603072625215873e+01
3.256320000000000050e+02	8.765454100268955884e+00	1.013928564455090786e+01
3.257280000000000086e+02	8.765209306429280645e+00	1.014253934797540424e+01
3.258240000000000123e+02	8.764964593053683473e+00	1.014579296086157001e+01
3.259200000000000159e+02	8.764718899849455624e+00	1.014904725124730334e+01
3.260160000000000196e+02	8.764472054398716239e+00	1.015230047744576325e+01
3.261120000000000232e+02	8.764225896680605032e+00	1.015555328511111455e+01
3.262080000000000268e+02	8.763979469197037631e+00	1.015880630165793796e+01
3.263039999999999736e+02	8.763731131271763175e+00	1.016205897032406291e+01
3.263999999999999773e+02	8.763483129454009202e+00	1.016531111902274986e+01
