# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
6.244800000000000182e+02	2.351322409856816979e-05	-1.394890037664514949e-05	2.733941347628105284e-05	3.823454326391063063e+01
6.247200000000000273e+02	2.319344922568688516e-05	-1.453792962759433864e-05	2.737311609666317732e-05	3.825901302603652709e+01
6.249599999999999227e+02	2.285856134714541995e-05	-1.511977085037768732e-05	2.740659222576096631e-05	3.828349346031802014e+01
6.251999999999999318e+02	2.250868074473021078e-05	-1.569392462376518739e-05	2.743975180216854317e-05	3.830798222043456036e+01
6.254399999999999409e+02	2.214394883781495315e-05	-1.625990444407323233e-05	2.747251285671113670e-05	3.833247734773378568e+01
6.256799999999999500e+02	2.176452874032595036e-05	-1.681724513291093007e-05	2.750480767336668041e-05	3.835697743875667243e+01
6.259199999999999591e+02	2.137060544026627099e-05	-1.736550940047135289e-05	2.753658827126914243e-05	3.838148173718249723e+01
6.261599999999999682e+02	2.096238553145311304e-05	-1.790429198360621478e-05	2.756783050229924450e-05	3.840599014318998883e+01
6.263999999999999773e+02	2.054009641730605767e-05	-1.843322112483472888e-05	2.759853622693208186e-05	3.843050314681595125e+01
6.266399999999999864e+02	2.010398493550024179e-05	-1.895195752202341014e-05	2.762873330797849507e-05	3.845502170321936575e+01
6.268799999999999955e+02	1.965431541796539599e-05	-1.946019119050838161e-05	2.765847348860765121e-05	3.847954707454812961e+01
6.271200000000000045e+02	1.919136728947181599e-05	-1.995763688343760538e-05	2.768782852465245082e-05	3.850408066421839237e+01
6.273600000000000136e+02	1.871543239862779752e-05	-2.044402878503536275e-05	2.771688515744439834e-05	3.852862386522302529e+01
6.276000000000000227e+02	1.822681234303997414e-05	-2.091911513265325596e-05	2.774573960307414073e-05	3.855317793629996714e+01
6.278400000000000318e+02	1.772581870657000369e-05	-2.138265540805422735e-05	2.777449551509041795e-05	3.857774388699523627e+01
6.280799999999999272e+02	1.721276180247790859e-05	-2.183440709467903012e-05	2.780324625012360910e-05	3.860232246621843188e+01
6.283199999999999363e+02	1.668796168593656429e-05	-2.227413664272139641e-05	2.783208990374080082e-05	3.862691412459958684e+01
6.285599999999999454e+02	1.615174086589544870e-05	-2.270160714323478463e-05	2.786111447671836731e-05	3.865151894685767786e+01
6.287999999999999545e+02	1.560442585017176093e-05	-2.311657920696436316e-05	2.789039871255636789e-05	3.867613666378765913e+01
6.290399999999999636e+02	1.504634765748509558e-05	-2.351880994875926690e-05	2.792001073129745636e-05	3.870076665213237277e+01
6.292799999999999727e+02	1.447784239600151000e-05	-2.390805251002815765e-05	2.795000707094225944e-05	3.872540794742296555e+01
6.295199999999999818e+02	1.389925161230917748e-05	-2.428405604827912610e-05	2.798043197554750543e-05	3.875005927491491065e+01
6.297599999999999909e+02	1.331092218918638942e-05	-2.464656615042944558e-05	2.801131686540404603e-05	3.877471910311028580e+01
6.300000000000000000e+02	1.271320569728612891e-05	-2.499532562753986587e-05	2.804268001329865138e-05	3.879938572100635241e+01
6.302400000000000091e+02	1.210645725267433689e-05	-2.533007561929045493e-05	2.807452649805164071e-05	3.882405733520674573e+01
6.304800000000000182e+02	1.149103406142355498e-05	-2.565055689119425780e-05	2.810684850048453265e-05	3.884873217809688128e+01
6.307200000000000273e+02	1.086729391079267572e-05	-2.595651116830304919e-05	2.813962595653667461e-05	3.887340861515161805e+01
6.309599999999999227e+02	1.023559387301085981e-05	-2.624768233963331707e-05	2.817282751403409004e-05	3.889808523934055984e+01
6.311999999999999318e+02	9.596289421854720177e-06	-2.652381740219791632e-05	2.820641168693986616e-05	3.892276094374251727e+01
6.314399999999999409e+02	8.949734042731166968e-06	-2.678466709161858787e-05	2.824032809024103476e-05	3.894743496904769842e+01
6.316799999999999500e+02	8.296279279006164273e-06	-2.702998625315131945e-05	2.827451868238991286e-05	3.897210692894465467e+01
6.319199999999999591e+02	7.636275041240368934e-06	-2.725953411695398117e-05	2.830891903232705099e-05	3.899677682149157221e+01
6.321599999999999682e+02	6.970069947088292084e-06	-2.747307472462245806e-05	2.834345973751251055e-05	3.902144503676841936e+01
6.323999999999999773e+02	6.298011478601431523e-06	-2.767037778449598533e-05	2.837806820982225259e-05	3.904611236949315867e+01
6.326399999999999864e+02	5.620445838209567865e-06	-2.785122019450079090e-05	2.841267107722918498e-05	3.907078004011447803e+01
6.328799999999999955e+02	4.937717531514526276e-06	-2.801538836230562412e-05	2.844719739292142277e-05	3.909544972049914691e+01
6.331200000000000045e+02	4.250169930455710884e-06	-2.816268136872462474e-05	2.848158293202923333e-05	3.912012351624923667e+01
6.333600000000000136e+02	3.558139402770605447e-06	-2.829291387540890370e-05	2.851577338195221295e-05	3.914480415301957805e+01
6.336000000000000227e+02	2.861966030912229598e-06	-2.840592135808305579e-05	2.854973235888025979e-05	3.916949457791114497e+01
6.338400000000000318e+02	2.161986571145954683e-06	-2.850156229319045060e-05	2.858344344347669907e-05	3.919419813939773434e+01
6.340799999999999272e+02	1.458539107409279729e-06	-2.857972082507973183e-05	2.861691420763843324e-05	3.921891834920496933e+01
