# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
4.747428571428568489e+02	7.491326255926955602e-07	-1.668367446279836236e-06	1.828838327062758130e-06	1.999831245508204702e+01
4.749714285714282482e+02	7.245862132674506323e-07	-1.669959947689063605e-06	1.820382214630466988e-06	2.001097217774135828e+01
4.751999999999997044e+02	7.019989445290825012e-07	-1.670468943920456972e-06	1.811979307476405188e-06	2.002251971483923043e+01
4.754285714285711038e+02	6.815984825959065923e-07	-1.670133641692509640e-06	1.803863318710740608e-06	2.003287397784327695e+01
4.756571428571425599e+02	6.635962742840253109e-07	-1.669215062628001498e-06	1.796284760428546841e-06	2.004195981282490280e+01
4.758857142857139593e+02	6.481736037851562974e-07	-1.667983553208975636e-06	1.789496620399009479e-06	2.004971442512171009e+01
4.761142857142854155e+02	6.354691654766260222e-07	-1.666706748079388569e-06	1.783741137151052449e-06	2.005609392040780037e+01
4.763428571428568148e+02	6.255689839047436571e-07	-1.665638642962098325e-06	1.779238219731195568e-06	2.006107927349226472e+01
4.765714285714282710e+02	6.184993276500629330e-07	-1.665010311992403251e-06	1.776175880183215341e-06	2.006468104198284408e+01
4.767999999999996703e+02	6.142230421937545785e-07	-1.665022656648340156e-06	1.774702902661188276e-06	2.006694223597047966e+01
4.770285714285711265e+02	6.123146740826422744e-07	-1.665417259980951400e-06	1.774413680610976485e-06	2.006802822811191689e+01
4.772571428571425258e+02	6.134154719276472221e-07	-1.667214240009041746e-06	1.776480189388315353e-06	2.006779570225784326e+01
4.774857142857139820e+02	6.168515507772577404e-07	-1.670059317748495511e-06	1.780338159029030530e-06	2.006653620206419220e+01
4.777142857142853813e+02	6.223525242758553456e-07	-1.674003186712922748e-06	1.785947741004072520e-06	2.006441197425474954e+01
4.779428571428568375e+02	6.296153695322659008e-07	-1.679062593650873124e-06	1.793228013095057759e-06	2.006159886275071003e+01
4.781714285714282937e+02	6.383184955474896528e-07	-1.685223967592363375e-06	1.802062796548931992e-06	2.005827725178645338e+01
4.783999999999996930e+02	6.481361193207953414e-07	-1.692448293044438782e-06	1.812308377124945826e-06	2.005462327443526505e+01
4.786285714285711492e+02	6.587832480378775697e-07	-1.701311261094596640e-06	1.824405485363005230e-06	2.005091066019758728e+01
4.788571428571425486e+02	6.698225759975519415e-07	-1.710347593102290997e-06	1.836831830230191777e-06	2.004708257975586250e+01
4.790857142857140047e+02	6.811072424252735806e-07	-1.720200954434166567e-06	1.850134697615386644e-06	2.004334529781432295e+01
4.793142857142854041e+02	6.924199556641966484e-07	-1.730801257464932805e-06	1.864166942053259547e-06	2.003979633730266485e+01
4.795428571428568603e+02	7.035893305047943347e-07	-1.742084599910511661e-06	1.878801931882536789e-06	2.003650739948180259e+01
